taxonid_iucn,code,title,timing,scope,severity,score,invasive
22697488,9.3.4,Type Unknown/Unrecorded,"Past, Likely to Return",Majority (50-90%),Rapid Declines,Past Impact,
63711,2.1,Annual & perennial non-timber crops,Ongoing,,,,
63711,2.1.2,Small-holder farming,Ongoing,,,,
63711,2.3,Livestock farming & ranching,Ongoing,,,,
63711,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,,
63711,3.2,Mining & quarrying,Ongoing,,,,
42495075,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
42495075,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
42495075,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
42495075,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
42495075,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
42495075,8.1,Invasive non-native/alien species/diseases (Gallus gallus ssp. domesticus),Ongoing,Unknown,Unknown,Unknown,Gallus gallus ssp. domesticus
42495075,8.1.2,Named species (Gallus gallus ssp. domesticus),Ongoing,Unknown,Unknown,Unknown,Gallus gallus ssp. domesticus
42495075,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
42495075,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
59027,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
59027,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
59027,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
59027,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
59027,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
59027,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
59027,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
59027,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
59027,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
54478,1.1,Housing & urban areas,Ongoing,,,,
54478,2.1,Annual & perennial non-timber crops,Ongoing,,,,
54478,2.1.2,Small-holder farming,Ongoing,,,,
54478,2.1.3,Agro-industry farming,Ongoing,,,,
54478,5.3,Logging & wood harvesting,Ongoing,,,,
54478,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,,
200958,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
9184,7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9184,7.2.10,Large dams,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9184,8.1,Invasive non-native/alien species/diseases (Schyzocotyle acheilognathi),Ongoing,Whole (>90%),Unknown,Unknown,Schyzocotyle acheilognathi
9184,8.1.2,Named species (Schyzocotyle acheilognathi),Ongoing,Whole (>90%),Unknown,Unknown,Schyzocotyle acheilognathi
9187,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
9187,7.2.4,Abstraction of surface water (unknown use),Ongoing,Unknown,Unknown,Unknown,
9187,8.1,Invasive non-native/alien species/diseases,Ongoing,Unknown,Unknown,Unknown,
9187,8.1,Invasive non-native/alien species/diseases (Lepomis cyanellus),Ongoing,Unknown,Unknown,Unknown,Lepomis cyanellus
9187,8.1,Invasive non-native/alien species/diseases (Lithobates catesbeianus),Ongoing,Unknown,Unknown,Unknown,Lithobates catesbeianus
9187,8.1,Invasive non-native/alien species/diseases (Micropterus salmoides),Ongoing,Unknown,Unknown,Unknown,Micropterus salmoides
9187,8.1,Invasive non-native/alien species/diseases (Orconectes virilis),Ongoing,Unknown,Unknown,Unknown,Orconectes virilis
9187,8.1,Invasive non-native/alien species/diseases (Unspecified Lepomis),Ongoing,Unknown,Unknown,Unknown,Unspecified Lepomis
9187,8.1,Invasive non-native/alien species/diseases (Unspecified Micropterus),Ongoing,Unknown,Unknown,Unknown,Unspecified Micropterus
9187,8.1.1,Unspecified species,Ongoing,Unknown,Unknown,Unknown,
9187,8.1.2,Named species (Lepomis cyanellus),Ongoing,Unknown,Unknown,Unknown,Lepomis cyanellus
9187,8.1.2,Named species (Lithobates catesbeianus),Ongoing,Unknown,Unknown,Unknown,Lithobates catesbeianus
9187,8.1.2,Named species (Micropterus salmoides),Ongoing,Unknown,Unknown,Unknown,Micropterus salmoides
9187,8.1.2,Named species (Orconectes virilis),Ongoing,Unknown,Unknown,Unknown,Orconectes virilis
9187,8.1.2,Named species (Unspecified Lepomis),Ongoing,Unknown,Unknown,Unknown,Unspecified Lepomis
9187,8.1.2,Named species (Unspecified Micropterus),Ongoing,Unknown,Unknown,Unknown,Unspecified Micropterus
9187,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
9187,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
9187,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
9187,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
9188,4.1,Roads & railroads,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9188,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
9188,7.2,Dams & water management/use,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9188,7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9188,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9188,7.2.9,Small dams,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9188,8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9188,8.1.1,Unspecified species,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
9188,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
9188,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
9188,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
9188,9.3.1,Nutrient loads,Ongoing,Unknown,Unknown,Unknown,
9188,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
202109,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
202109,7.2.4,Abstraction of surface water (unknown use),Ongoing,Unknown,Unknown,Unknown,
202109,7.2.8,Abstraction of ground water (unknown use),Ongoing,Unknown,Unknown,Unknown,
202109,8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),Unknown,Unknown,
202109,8.1,Invasive non-native/alien species/diseases (Cyprinella lutrensis),Ongoing,Majority (50-90%),Unknown,Unknown,Cyprinella lutrensis
202109,8.1.1,Unspecified species,Ongoing,Majority (50-90%),Unknown,Unknown,
202109,8.1.2,Named species (Cyprinella lutrensis),Ongoing,Majority (50-90%),Unknown,Unknown,Cyprinella lutrensis
144151831,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
144151831,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
144151831,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
144151831,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
88420717,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),,Low Impact: 5,
88420717,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),,Low Impact: 5,
88420717,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),,Low Impact: 5,
88420717,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),,Low Impact: 5,
88420717,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),,Low Impact: 5,
88420717,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),,Low Impact: 5,
88421036,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
88421036,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
88421036,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
88421036,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
9195,1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
9195,1.2,Commercial & industrial areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
9195,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,8.1,Invasive non-native/alien species/diseases (Poecilia mexicana),Ongoing,Minority (<50%),Unknown,Unknown,Poecilia mexicana
9195,8.1,Invasive non-native/alien species/diseases (Pseudoxiphophorus bimaculatus),Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,Pseudoxiphophorus bimaculatus
9195,8.1,Invasive non-native/alien species/diseases (Xiphophorus hellerii),Ongoing,Minority (<50%),Unknown,Unknown,Xiphophorus hellerii
9195,8.1.2,Named species (Poecilia mexicana),Ongoing,Minority (<50%),Unknown,Unknown,Poecilia mexicana
9195,8.1.2,Named species (Pseudoxiphophorus bimaculatus),Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,Pseudoxiphophorus bimaculatus
9195,8.1.2,Named species (Xiphophorus hellerii),Ongoing,Minority (<50%),Unknown,Unknown,Xiphophorus hellerii
9195,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.1.1,Sewage,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.1.2,Run-off,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.2,Industrial & military effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.2.3,Type Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.3,Agricultural & forestry effluents,Unknown,,,Unknown,
9195,9.3.1,Nutrient loads,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9195,9.3.4,Type Unknown/Unrecorded,Unknown,,,Unknown,
9196,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,1.2,Commercial & industrial areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,6.1,Recreational activities,Ongoing,Majority (50-90%),Unknown,Unknown,
9196,7.2,Dams & water management/use,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,7.2.5,Abstraction of ground water (domestic use),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
9196,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
9196,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,9.1,Domestic & urban waste water,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
9196,9.1.1,Sewage,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
9196,9.1.2,Run-off,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,9.3,Agricultural & forestry effluents,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
9196,9.3.1,Nutrient loads,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
9196,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
9196,9.3.3,Herbicides and pesticides,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
184629,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
184629,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
184629,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
184629,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
184629,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184629,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
184629,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184647,11.2,Droughts,Ongoing,,,Low Impact: 3,
184647,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
184647,7.2.4,Abstraction of surface water (unknown use),Ongoing,,,Low Impact: 3,
184647,9.1,Domestic & urban waste water,,,,No/Negligible Impact: 0,
184647,9.1.1,Sewage,,,,No/Negligible Impact: 0,
184647,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
184647,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184638,11.2,Droughts,Ongoing,,,Low Impact: 3,
184638,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
184638,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
184638,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
184638,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184495,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
184495,7.2.8,Abstraction of ground water (unknown use),Ongoing,,,Low Impact: 3,
184495,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
184495,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
184495,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
184495,9.3,Agricultural & forestry effluents,"Past, Unlikely to Return",,,Past Impact,
184495,9.3.1,Nutrient loads,"Past, Unlikely to Return",,,Past Impact,
184495,9.3.3,Herbicides and pesticides,"Past, Unlikely to Return",,,Past Impact,
184495,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
168145,2.1,Annual & perennial non-timber crops,"Past, Unlikely to Return",Minority (<50%),Unknown,Past Impact,
168145,2.1.2,Small-holder farming,"Past, Unlikely to Return",Minority (<50%),Unknown,Past Impact,
168145,2.2,Wood & pulp plantations,"Past, Unlikely to Return",Minority (<50%),Unknown,Past Impact,
168145,2.2.1,Small-holder plantations,"Past, Unlikely to Return",Minority (<50%),Unknown,Past Impact,
168145,8.1,Invasive non-native/alien species/diseases (Cinnamomum verum),Ongoing,Whole (>90%),Unknown,Unknown,Cinnamomum verum
168145,8.1.2,Named species (Cinnamomum verum),Ongoing,Whole (>90%),Unknown,Unknown,Cinnamomum verum
58666,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
58666,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
58666,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
58666,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
58666,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
58666,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
78922642,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
78922642,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Unknown,Unknown,Unknown,
78922642,7.3,Other ecosystem modifications,Ongoing,Unknown,Unknown,Unknown,
78922642,8.1,Invasive non-native/alien species/diseases (Lithobates catesbeianus),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,Lithobates catesbeianus
78922642,8.1.2,Named species (Lithobates catesbeianus),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,Lithobates catesbeianus
187083,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
187083,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,
187083,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Unknown,Unknown,
187083,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Unknown,Unknown,
187083,4.1,Roads & railroads,Ongoing,Unknown,Unknown,Unknown,
187083,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Unknown,Unknown,
187083,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,
187083,7.2,Dams & water management/use,Ongoing,Unknown,Rapid Declines,Unknown,
187083,7.2.10,Large dams,Ongoing,Unknown,Rapid Declines,Unknown,
157700,11.2,Droughts,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
157700,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
157700,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,
47245823,11.2,Droughts,Ongoing,Whole (>90%),Unknown,Unknown,
47245823,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
47245823,2.3.1,Nomadic grazing,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
47245823,5.3,Logging & wood harvesting,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
47245823,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,
169507658,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
169507658,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
169507658,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
169507658,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
169507658,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
198785664,4.3,Shipping lanes,Ongoing,Minority (<50%),Unknown,Unknown,
198785664,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Unknown,Unknown,
198785664,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,
198785664,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
198785664,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,
198785664,6.1,Recreational activities,Ongoing,Minority (<50%),Unknown,Unknown,
198785664,8.5,Viral/prion-induced diseases,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
198785664,8.5.2,Named species,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
198785664,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
198785664,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
198785664,9.6,Excess energy,Ongoing,Unknown,Unknown,Unknown,
198785664,9.6.3,Noise pollution,Ongoing,Unknown,Unknown,Unknown,
9251,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
9251,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
9251,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
9251,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
9251,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
9251,6.2,"War, civil unrest & military exercises",Ongoing,,,Low Impact: 3,
9251,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
9251,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
