taxonid_iucn,code,title,timing,scope,severity,score,invasive
22678429,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Rapid Declines,,
22678429,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Rapid Declines,,
22678429,5.2,Gathering terrestrial plants,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22678429,5.2.2,Unintentional effects (species is not the target),Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22678429,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",,
22678429,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",,
22678429,7.2,Dams & water management/use,Ongoing,Minority (<50%),Rapid Declines,,
22678429,7.2.11,Dams (size unknown),Ongoing,Minority (<50%),Rapid Declines,,
103773037,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Felis catus
103773037,8.1,Invasive non-native/alien species/diseases (Ovis aries),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Ovis aries
103773037,8.1.2,Named species (Felis catus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Felis catus
103773037,8.1.2,Named species (Ovis aries),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Ovis aries
149163435,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
149163435,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
149163400,1.1,Housing & urban areas,Ongoing,Majority (50-90%),Unknown,Unknown,
149163400,1.3,Tourism & recreation areas,Ongoing,Majority (50-90%),Unknown,Unknown,
149163400,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
149163400,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149163380,1.1,Housing & urban areas,Ongoing,Majority (50-90%),Unknown,Unknown,
149163380,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),Unknown,Unknown,
149163380,4.1,Roads & railroads,Ongoing,Minority (<50%),Unknown,Unknown,
149163380,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
149163380,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149170408,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
149170408,2.3.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149170408,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
149170408,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149169075,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
149169075,2.3.1,Nomadic grazing,Ongoing,Unknown,Unknown,Unknown,
149169075,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
149169075,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149169075,7.3,Other ecosystem modifications,Ongoing,Unknown,Unknown,Unknown,
149166406,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
149166406,2.3.1,Nomadic grazing,Ongoing,Unknown,Unknown,Unknown,
149166406,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
149166406,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149169003,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
149169003,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
149169003,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
149169003,2.3.1,Nomadic grazing,Ongoing,Unknown,Unknown,Unknown,
149169003,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
149169003,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149166311,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
149166311,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
149166311,7.3,Other ecosystem modifications,Ongoing,Unknown,Unknown,Unknown,
156119,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
156119,9.1.1,Sewage,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
156119,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
156119,9.3.1,Nutrient loads,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
156119,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155655,8.1,Invasive non-native/alien species/diseases,Ongoing,Unknown,Unknown,Unknown,
155655,8.1.1,Unspecified species,Ongoing,Unknown,Unknown,Unknown,
155655,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155655,9.1.1,Sewage,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155655,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155655,9.3.1,Nutrient loads,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155655,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
22698640,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Unknown,Unknown,
22698640,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,
22698640,8.1,Invasive non-native/alien species/diseases (Canis familiaris),Ongoing,Minority (<50%),Unknown,Unknown,Canis familiaris
22698640,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Minority (<50%),Unknown,Unknown,Felis catus
22698640,8.1.2,Named species (Canis familiaris),Ongoing,Minority (<50%),Unknown,Unknown,Canis familiaris
22698640,8.1.2,Named species (Felis catus),Ongoing,Minority (<50%),Unknown,Unknown,Felis catus
22698640,8.2,Problematic native species/diseases (Boiga irregularis),Ongoing,Majority (50-90%),Unknown,Unknown,Boiga irregularis
22698640,8.2.2,Named species (Boiga irregularis),Ongoing,Majority (50-90%),Unknown,Unknown,Boiga irregularis
63874,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
63874,2.2.2,Agro-industry plantations,Ongoing,,,Low Impact: 3,
63874,4.1,Roads & railroads,Ongoing,,,Low Impact: 3,
63874,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
63874,5.1.3,Persecution/control,Ongoing,,,Low Impact: 3,
63874,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
63874,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
63874,7.3,Other ecosystem modifications,Ongoing,,,Low Impact: 3,
60979,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
60979,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
134885144,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
134885144,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
134885144,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
134885144,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
134885144,7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,
195577,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
195577,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195577,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
195577,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
195577,2.3.1,Nomadic grazing,Ongoing,Unknown,Unknown,Unknown,
195577,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
195577,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
195577,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
195577,8.1,Invasive non-native/alien species/diseases (Herpestes fuscus),Ongoing,Unknown,Unknown,Unknown,Herpestes fuscus
195577,8.1,Invasive non-native/alien species/diseases (Sus scrofa),Unknown,Unknown,Unknown,Unknown,Sus scrofa
195577,8.1,Invasive non-native/alien species/diseases (Unspecified AVES),Unknown,Unknown,Unknown,Unknown,Unspecified AVES
195577,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195577,8.1.2,Named species (Herpestes fuscus),Ongoing,Unknown,Unknown,Unknown,Herpestes fuscus
195577,8.1.2,Named species (Sus scrofa),Unknown,Unknown,Unknown,Unknown,Sus scrofa
195577,8.1.2,Named species (Unspecified AVES),Unknown,Unknown,Unknown,Unknown,Unspecified AVES
195577,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195578,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
195578,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195578,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
195578,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
195578,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
195578,2.3.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
195578,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
195578,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
195578,8.1,Invasive non-native/alien species/diseases (Anoplolepis gracilipes),Future,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195578,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195578,8.1,Invasive non-native/alien species/diseases (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195578,8.1,Invasive non-native/alien species/diseases (Sus scrofa),Ongoing,Unknown,Unknown,Unknown,Sus scrofa
195578,8.1,Invasive non-native/alien species/diseases (Unspecified AVES),Unknown,Unknown,Unknown,Unknown,Unspecified AVES
195578,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195578,8.1.2,Named species (Anoplolepis gracilipes),Future,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195578,8.1.2,Named species (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195578,8.1.2,Named species (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195578,8.1.2,Named species (Sus scrofa),Ongoing,Unknown,Unknown,Unknown,Sus scrofa
195578,8.1.2,Named species (Unspecified AVES),Unknown,Unknown,Unknown,Unknown,Unspecified AVES
195578,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195579,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
195579,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195579,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
195579,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
195579,2.3.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
195579,4.1,Roads & railroads,Ongoing,Unknown,Unknown,Unknown,
195579,8.1,Invasive non-native/alien species/diseases (Anoplolepis gracilipes),Future,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195579,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195579,8.1,Invasive non-native/alien species/diseases (Sus scrofa),Ongoing,Unknown,Unknown,Unknown,Sus scrofa
195579,8.1,Invasive non-native/alien species/diseases (Unspecified AVES),Ongoing,Unknown,Unknown,Unknown,Unspecified AVES
195579,8.1,Invasive non-native/alien species/diseases (Unspecified HERPESTIDAE),Ongoing,Unknown,Unknown,Unknown,Unspecified HERPESTIDAE
195579,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195579,8.1.2,Named species (Anoplolepis gracilipes),Future,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195579,8.1.2,Named species (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195579,8.1.2,Named species (Sus scrofa),Ongoing,Unknown,Unknown,Unknown,Sus scrofa
195579,8.1.2,Named species (Unspecified AVES),Ongoing,Unknown,Unknown,Unknown,Unspecified AVES
195579,8.1.2,Named species (Unspecified HERPESTIDAE),Ongoing,Unknown,Unknown,Unknown,Unspecified HERPESTIDAE
195579,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195580,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
195580,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
195580,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195580,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
195580,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
195580,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
195580,8.1,Invasive non-native/alien species/diseases (Anoplolepis gracilipes),Ongoing,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195580,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195580,8.1,Invasive non-native/alien species/diseases (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195580,8.1,Invasive non-native/alien species/diseases (Sus scrofa),Unknown,Unknown,Unknown,Unknown,Sus scrofa
195580,8.1,Invasive non-native/alien species/diseases (Unspecified AVES),Unknown,Unknown,Unknown,Unknown,Unspecified AVES
195580,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195580,8.1.2,Named species (Anoplolepis gracilipes),Ongoing,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195580,8.1.2,Named species (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195580,8.1.2,Named species (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195580,8.1.2,Named species (Sus scrofa),Unknown,Unknown,Unknown,Unknown,Sus scrofa
195580,8.1.2,Named species (Unspecified AVES),Unknown,Unknown,Unknown,Unknown,Unspecified AVES
195580,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195584,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
195584,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
195584,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195584,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
195584,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
195584,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
195584,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
195584,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
195584,8.1,Invasive non-native/alien species/diseases (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195584,8.1,Invasive non-native/alien species/diseases (Sus scrofa),Ongoing,Unknown,Unknown,Unknown,Sus scrofa
195584,8.1,Invasive non-native/alien species/diseases (Unspecified AVES),Ongoing,Unknown,Unknown,Unknown,Unspecified AVES
195584,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195584,8.1.2,Named species (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195584,8.1.2,Named species (Sus scrofa),Ongoing,Unknown,Unknown,Unknown,Sus scrofa
195584,8.1.2,Named species (Unspecified AVES),Ongoing,Unknown,Unknown,Unknown,Unspecified AVES
195584,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195585,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
195585,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
195585,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
195585,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
195585,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
195585,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
195585,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
195585,8.1,Invasive non-native/alien species/diseases (Anoplolepis gracilipes),Ongoing,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195585,8.1,Invasive non-native/alien species/diseases (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195585,8.1,Invasive non-native/alien species/diseases (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195585,8.1,Invasive non-native/alien species/diseases (Sus scrofa),Unknown,Unknown,Unknown,Unknown,Sus scrofa
195585,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
195585,8.1.2,Named species (Anoplolepis gracilipes),Ongoing,Unknown,Unknown,Unknown,Anoplolepis gracilipes
195585,8.1.2,Named species (Felis catus),Ongoing,Unknown,Unknown,Unknown,Felis catus
195585,8.1.2,Named species (Herpestes fuscus),Future,Unknown,Unknown,Unknown,Herpestes fuscus
195585,8.1.2,Named species (Sus scrofa),Unknown,Unknown,Unknown,Unknown,Sus scrofa
195585,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,Unknown,Unknown,Unspecified Rattus
155340,7.2,Dams & water management/use,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
155340,7.2.5,Abstraction of ground water (domestic use),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
155340,7.2.7,Abstraction of ground water (agricultural use),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
155340,9.1,Domestic & urban waste water,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155340,9.1,Domestic & urban waste water,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
155340,9.1.1,Sewage,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
155340,9.1.2,Run-off,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155340,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155340,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
155795,7.2,Dams & water management/use,Ongoing,,Unknown,Unknown,
155795,7.2.1,Abstraction of surface water (domestic use),Ongoing,,Unknown,Unknown,
155795,7.2.5,Abstraction of ground water (domestic use),Ongoing,,Unknown,Unknown,
155795,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
155795,9.1.1,Sewage,Ongoing,,,Low Impact: 3,
17460,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
17460,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
17460,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
17460,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
17460,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
17460,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
